fighter_id,name,height,weight,age,dob,gender,weight_class,reach,stance,style,gym,country
5212857,Arthur Lopes,187.96,98.88,32.0,1993-02-17,male,heavyweight,196.85,southpaw,,,brazil
5218815,Benjamin Bennett,182.88,77.11,31.0,1994-05-08,male,welterweight,185.42,switch,,elevation fight team,usa
5218420,Yura Naito,182.88,83.91,29.0,1996-04-26,male,middleweight,187.96,orthodox,,reversal gym yokohama ground slam,japan
4935217,Dylan Mantello,185.42,70.76,32.0,1992-11-19,male,lightweight,185.42,orthodox,,serra-longo fight team ,usa
5228275,Phil Latu,190.5,93.44,34.0,1991-02-17,male,lightheavyweight,193.04,orthodox,,elevation fight team,usa
5212853,Otari Tanzilovi,177.8,60.78,27.0,1998-04-09,male,bantamweight,177.8,orthodox,,guram fight club,georgia
5214599,Igor Cavalcanti,180.34,77.11,27.0,1997-10-10,male,welterweight,201.93,orthodox,,infinity fight team,brazil
5172335,Dorian Ramos,172.72,65.77,31.0,1993-12-31,male,featherweight,177.8,orthodox,,apex mma,usa
5211222,Shannon Clark,165.1,56.7,33.0,1992-07-07,female,womens-flyweight,163.83,orthodox,,canadian martial arts centre,canada
5157667,Quillan Salkilld,182.88,70.76,25.0,1999-12-28,male,lightweight,190.5,orthodox,,luistro combat academy,australia
4705665,Liam Anderson,187.96,83.91,30.0,1995-01-13,male,middleweight,190.5,orthodox,,team empire,usa
5013686,Matthieu Duclos,190.5,83.91,30.0,1995-04-04,male,middleweight,195.58,orthodox,,woirin team elite,france
4421157,Adam Bramhald,177.8,61.23,31.0,1994-03-24,male,bantamweight,177.8,orthodox,,asylum vale tudo,england
5157817,Jose Daniel Medina,182.88,84.37,34.0,1991-05-17,male,middleweight,189.23,orthodox,boxing,kill cliff fc,bolivia
4374740,Victoria Leonardo,165.1,56.7,35.0,1990-02-16,female,womens-flyweight,162.56,orthodox,mixed martial artist,elevation fight team,usa
5212851,Pat Pytlik,185.42,76.66,36.0,1989-04-24,male,welterweight,185.42,orthodox,,hayabusa training centre ,canada
4863329,Hugo Cunha,190.5,117.48,32.0,1993-02-04,male,heavyweight,200.66,orthodox,,tata fight team,brazil
4245470,Michael Imperato,170.18,61.23,36.0,1989-09-01,male,bantamweight,168.91,switch,,tap star,canada
4050996,Torrez Finney,172.72,84.37,26.0,1998-10-24,male,middleweight,190.5,orthodox,,agoge combatives,usa
3089633,Herbert Burns,175.26,66.22,37.0,1988-02-02,male,featherweight,186.69,orthodox,brazilian jiu-jitsu,kill cliff fc,brazil
5057023,Wes Schultz,187.96,83.91,29.0,1996-08-09,male,middleweight,195.58,orthodox,,pura vida bjj,usa
4295666,Rami Hamed,185.42,77.11,34.0,1991-04-25,male,welterweight,180.34,orthodox,,mma masters,lebanon
5212749,Ernie Juarez,172.72,65.77,27.0,1998-01-12,male,featherweight,177.8,,,gracie fighter stockton,usa
5200305,An Tuan Ho,167.64,57.15,25.0,2000-09-27,male,flyweight,168.91,switch,,mma lab,vietnam
4878592,Charalampos Grigoriou,170.18,61.69,33.0,1992-03-31,male,bantamweight,171.45,orthodox,striker,serra-longo fight team ,cyprus
4915907,Karl Williams,190.5,110.22,35.0,1990-01-06,male,heavyweight,200.66,orthodox,mixed martial artist,american top team atlanta,usa
3948876,Alonzo Menifield,182.88,93.44,37.0,1987-10-18,male,lightheavyweight,193.04,orthodox,striker,fortis mma,usa
3957071,Giga Chikadze,182.88,66.68,37.0,1988-08-25,male,featherweight,187.96,orthodox,striker,kings mma,georgia
4868702,Kaynan Kruschewsky,182.88,69.85,34.0,1991-04-04,male,lightweight,185.42,orthodox,muay thai,fighting nerds,brazil
4076472,Bill Algeo,182.88,66.22,36.0,1989-06-09,male,featherweight,185.42,switch,brazilian jiu-jitsu,algeo mma and kickboxing,usa
5027356,Hyder Amil,175.26,65.77,35.0,1990-05-28,male,featherweight,177.8,switch,mixed martial artist,skrap pack,philippines
4426285,Mariya Agapova,167.64,56.7,28.0,1997-04-07,female,womens-flyweight,173.99,southpaw,kickboxing,mma science academy,kazakhstan
4358252,Darrius Flowers,175.26,77.11,31.0,1994-08-25,male,welterweight,180.34,orthodox,mixed martial artist,uprising mma,usa
4406574,Martin Buday,193.04,120.66,33.0,1991-11-11,male,heavyweight,195.58,orthodox,jiu-jitsu,spartakus fight gym,slovakia
4684776,Ikram Aliskerov,182.88,83.91,32.0,1992-12-07,male,middleweight,193.04,southpaw,sambo,khk mma team,russia
4010864,Miles Johns,170.18,61.69,31.0,1994-03-30,male,bantamweight,172.72,orthodox,wrestling,marathon mma,usa
4360028,Jose Johnson,182.88,56.7,30.0,1995-05-20,male,flyweight,181.61,orthodox,mixed martial artist,strkings,usa
3928693,Ricky Turcios,175.26,61.69,32.0,1993-06-05,male,bantamweight,180.34,orthodox,freestyle,gracie barra woodlands,usa
5143223,Zachary Reese,193.04,83.91,31.0,1994-03-24,male,middleweight,195.58,switch,mixed martial artist,bangtao muay thai,usa
4423214,Punahele Soriano,180.34,77.56,32.0,1992-11-22,male,welterweight,184.15,southpaw,mixed martial artist,xtreme couture,usa
4869425,Vinicius Salvador,170.18,61.69,29.0,1996-07-24,male,bantamweight,179.07,southpaw,brazilian jiu-jitsu,ribas family,brazil
5144007,Tom Nolan,190.5,70.31,25.0,2000-03-08,male,lightweight,185.42,southpaw,ninja,team compton training centre,australia
4875509,Kleydson Rodrigues,165.1,61.23,29.0,1995-10-22,male,bantamweight,170.18,orthodox,mixed martial artist,team nogueira,brazil
4689965,Mateusz Rębecki,170.18,70.31,32.0,1992-11-03,male,lightweight,167.64,southpaw,brazilian jiu-jitsu,bks skorpion szczecin,poland
4705600,Jake Hadley,170.18,61.23,29.0,1996-08-03,male,bantamweight,177.8,southpaw,mixed martial artist,fearless mma,england
5060483,Vitor Petrino,187.96,112.94,28.0,1997-08-28,male,heavyweight,196.85,orthodox,striker,cm system,brazil
5149147,Ernesta Kareckaite,175.26,57.15,27.0,1998-06-05,female,womens-flyweight,180.34,orthodox,mixed martial artist,fighters land mma,lithuania
3155425,Alex Perez,167.64,57.15,33.0,1992-03-21,male,flyweight,166.37,orthodox,brazilian jiu-jitsu,team oyama,usa
5007668,Caio Machado,193.04,92.99,31.0,1994-07-20,male,lightheavyweight,198.12,southpaw,mixed martial artist,fkp mma vancouver,brazil
4895360,Maheshate,182.88,70.31,25.0,1999-12-01,male,lightweight,181.61,orthodox,wrestling,ufc performance institute shanghai,china
4379258,Marina Rodriguez,167.64,52.16,38.0,1987-04-29,female,womens-strawweight,165.1,orthodox,muay thai,thai brasil,brazil
5144068,Cesar Almeida,185.42,83.91,37.0,1988-03-28,male,middleweight,187.96,orthodox,kickboxing,teixeira mma & fitness,brazil
3915502,Jamall Emmers,177.8,65.77,36.0,1989-07-24,male,featherweight,187.96,orthodox,kickboxing,pinnacle mma,usa
4875513,Anton Turkalj,193.04,92.99,29.0,1996-06-10,male,lightheavyweight,198.12,orthodox,mixed martial artist,gbg mma,sweden
4374436,AJ Dobson,185.42,83.91,33.0,1992-01-18,male,middleweight,193.04,orthodox,freestyle,carlson gracie team ohio,usa
5144312,Luis Pajuelo,177.8,65.77,30.0,1994-12-12,male,featherweight,176.53,orthodox,mixed martial artist,contacto livre,peru
4245094,Kennedy Nzechukwu,195.58,107.95,33.0,1992-06-13,male,heavyweight,210.82,southpaw,striker,fortis mma,nigeria
4702589,Danny Silva,180.34,65.32,28.0,1997-01-30,male,featherweight,177.8,switch,mixed martial artist,bloodline combat,usa
4816283,Mitch Ramirez,180.34,70.76,32.0,1992-11-03,male,lightweight,180.34,orthodox,mixed martial artist,syndicate mma,usa
4816062,Chad Anheliger,167.64,61.23,38.0,1986-12-01,male,bantamweight,163.83,orthodox,freestyle,champion's creed mma,canada
4246307,Maycee Barber,165.1,57.61,27.0,1998-05-18,female,womens-flyweight,165.1,switch,striker,fort collins martial arts,usa
4276994,Josh Parisian,193.04,120.66,36.0,1989-06-28,male,heavyweight,200.66,orthodox,striker,scorpion fighting system,usa
5145498,Shamil Gaziev,193.04,117.93,35.0,1990-02-10,male,heavyweight,199.39,orthodox,mixed martial artist,khk mma team,bahrain
4237148,Jamie Pickett,187.96,84.37,37.0,1988-08-29,male,middleweight,203.2,orthodox,striker,port city sports performance,usa
5074126,Claudio Ribeiro,185.42,83.91,33.0,1992-07-17,male,middleweight,195.58,orthodox,boxing,brazilian black thai,brazil
5088891,Mateus Mendonca,167.64,57.15,26.0,1999-01-17,male,bantamweight,181.61,orthodox,brazilian jiu-jitsu,chute boxe,brazil
4690540,Muhammad Naimov,175.26,66.22,31.0,1994-08-07,male,featherweight,177.8,orthodox,mixed martial artist,elevation fight team,tajikistan
5152138,Danny Barlow,187.96,77.11,30.0,1995-08-02,male,middleweight,200.66,southpaw,mixed martial artist,law school mma,usa
5123311,Timmy Cuamba,175.26,66.22,26.0,1999-02-08,male,featherweight,180.34,orthodox,,xtreme couture,usa
5080936,Blake Bilder,172.72,65.32,35.0,1990-07-12,male,bantamweight,173.99,switch,mixed martial artist,subfighter mma,usa
5157668,MarQuel Mederos,177.8,70.31,28.0,1996-11-30,male,lightweight,175.26,orthodox,,factoryx muay thai,usa
3146944,Johnny Walker,198.12,93.44,33.0,1992-03-30,male,lightheavyweight,208.28,orthodox,striker,sbg ireland,brazil
4812389,Shannon Ross,167.64,57.15,36.0,1989-05-12,male,flyweight,167.64,switch,freestyle,platinum boxing club,australia
5076593,Rafael Estevam,172.72,58.97,29.0,1996-08-10,male,flyweight,175.26,orthodox,,nova uniao ,brazil
5074121,Alessandro Costa,162.56,56.7,29.0,1996-01-28,male,flyweight,170.18,orthodox,brazilian jiu-jitsu,brazilian warriors bjj,brazil
5048900,Trevor Peek,175.26,70.31,30.0,1995-01-09,male,lightweight,177.8,switch,mixed martial artist,agoge combatives,usa
3998248,Adrian Yanez,170.18,61.69,31.0,1993-11-29,male,bantamweight,177.8,orthodox,boxing,metro fight club,usa
4063667,TJ Brown,175.26,66.22,35.0,1990-05-22,male,featherweight,182.88,switch,mixed martial artist,westside fight team,usa
5157670,Jair Farias,180.34,66.22,32.0,1993-03-16,male,featherweight,195.58,orthodox,,fighting nerds,brazil
4683526,Issa Isakov,175.26,70.76,35.0,1989-10-22,male,lightweight,177.8,orthodox,,streetsport luxembourg,luxembourg
5119536,Eduardo Torres Caut,170.18,61.23,30.0,1995-04-26,male,bantamweight,177.8,orthodox,,,chile
5149440,Magomed Gadzhiyasulov,187.96,92.99,31.0,1993-11-04,male,lightheavyweight,191.77,orthodox,kickboxing,khk mma team,bahrain
4565683,Raimond Magomedaliev,185.42,77.11,35.0,1990-06-10,male,welterweight,190.5,orthodox,,eagles mma,russia
5088544,Raheam Forest,180.34,77.11,28.0,1997-07-11,male,welterweight,185.42,switch,,memphis judo & jiu-jitsu,usa
5149190,Mario Piazzon,175.26,108.86,27.0,1998-04-06,male,heavyweight,185.42,orthodox,,galpao da luta,brazil
4688624,Victor Madrigal,170.18,60.78,35.0,1990-08-16,male,bantamweight,180.34,orthodox,,lobo gym mma,mexico
4869424,AJ Fletcher,177.8,77.11,28.0,1997-02-18,male,welterweight,170.18,switch,striker,gladiators academy of lafayette,usa
4289255,Hannah Goldy,162.56,52.16,33.0,1992-05-18,female,womens-strawweight,154.94,orthodox,mixed martial artist,fusion x-cel,usa
5121866,Greg Velasco,187.96,119.29,32.0,1993-09-23,male,heavyweight,177.8,southpaw,,the institute muay thai,usa
4977643,Daniel Allen,182.88,70.76,33.0,1992-08-10,male,lightweight,190.5,southpaw,,aka (american kickboxing academy),usa
5126213,Jhonata Silva,165.1,56.7,28.0,1997-04-24,male,flyweight,168.91,orthodox,,nova uniao ,brazil
4891678,Marnic Mann,152.4,52.16,32.0,1993-03-05,female,womens-strawweight,162.56,southpaw,,montana mixed martial arts,usa
5092399,Malik Lewis,182.88,70.76,29.0,1996-03-04,male,lightweight,190.5,orthodox,,genesis bjj,usa
5053878,Eduardo Neves,187.96,119.29,25.0,2000-03-16,male,heavyweight,199.39,orthodox,,machado team,brazil
5145494,Patricia Alujas,162.56,52.16,29.0,1996-05-08,female,womens-strawweight,162.56,orthodox,,evolucao thai,paraguay
5149436,Kasey Tanner,170.18,61.23,33.0,1992-01-11,male,bantamweight,175.26,orthodox,,fight ready,usa
5079262,Mateo Vogel,172.72,65.77,29.0,1996-03-05,male,lightweight,180.34,orthodox,,,canada
4358022,Chandler Cole,177.8,119.75,30.0,1995-01-09,male,heavyweight,184.15,orthodox,,,usa
4914335,Dylan Salvador,175.26,70.31,32.0,1993-05-20,male,lightweight,176.53,southpaw,,,france
4880596,Fernie Garcia,170.18,66.22,33.0,1992-04-12,male,bantamweight,170.18,orthodox,mixed martial artist,fortis mma,usa
3170347,Taila Santos,167.64,56.7,32.0,1993-06-22,female,womens-flyweight,171.45,orthodox,striker,team taila santos,brazil
5085249,Yusaku Kinoshita,182.88,77.11,25.0,2000-08-21,male,welterweight,180.34,southpaw,striker,kill cliff fc,japan
5007635,Josefine Knutsson,160.02,52.62,29.0,1996-01-16,female,womens-strawweight,152.4,orthodox,striker,allstars training center,sweden
5147245,Robbie Ring,175.26,65.77,25.0,2000-07-14,male,featherweight,172.72,orthodox,,ring combat sports,usa
4252349,Rico DiSciullo,175.26,61.23,38.0,1986-10-12,male,bantamweight,187.96,orthodox,,team sityodtong,usa
4695485,Abdul-Kareem Al-Selwady,172.72,70.31,30.0,1995-04-10,male,lightweight,175.26,orthodox,,fortis mma,usa
5007669,Paulo Renato Jr.,182.88,92.99,31.0,1994-01-25,male,heavyweight,185.42,orthodox,,infinity fight team,brazil
5115163,Emrah Sonmez,177.8,66.68,33.0,1992-06-26,male,featherweight,180.34,orthodox,,great britain top team,turkey
5143887,Janaina Silva,154.94,51.71,33.0,1992-02-16,female,womens-strawweight,152.4,orthodox,,babuino gold team,brazil
4600143,Tafon Nchukwi,182.88,85.73,30.0,1994-10-14,male,lightheavyweight,195.58,orthodox,mixed martial artist,team lloyd irvin,cameroon
4684468,Mike Breeden,177.8,72.12,36.0,1989-04-21,male,lightweight,177.8,orthodox,striker,marathon mma,usa
5119021,Lucas Fernando,190.5,83.91,28.0,1997-01-10,male,middleweight,207.01,,,rizzo rvt,brazil
4892422,Reyes Cortez Jr.,170.18,61.23,33.0,1992-07-31,male,bantamweight,172.72,orthodox,,fight ready,usa
4426299,Aleksa Camur,185.42,92.99,30.0,1995-09-25,male,lightheavyweight,187.96,orthodox,mixed martial artist,strong style fight team,bosnia & herzegovina
4686735,Dennis Buzukja,175.26,70.31,27.0,1997-10-01,male,featherweight,179.07,switch,mixed martial artist,serra-longo fight team ,usa
4880114,Jonny Parsons,175.26,77.11,34.0,1991-09-06,male,welterweight,175.26,orthodox,muay thai,syndicate mma,usa
4236496,Daniel Barez,167.64,57.15,36.0,1988-12-10,male,flyweight,167.64,orthodox,freestyle,entram gym,spain
4425604,Terrance McKinney,177.8,70.31,31.0,1994-09-15,male,lightweight,186.69,switch,mixed martial artist,fusion x-cel,usa
4874988,Genaro Valdez,175.26,70.76,33.0,1992-01-16,male,lightweight,182.88,orthodox,mixed martial artist,entram gym,mexico
5076027,Édgar Cháirez,170.18,57.15,29.0,1996-01-27,male,flyweight,180.34,orthodox,mixed martial artist,entram gym,mexico
3931156,Grant Dawson,177.8,70.76,31.0,1994-02-20,male,lightweight,182.88,switch,brazilian jiu-jitsu,american top team,usa
3924096,Phil Rowe,190.5,77.56,35.0,1990-07-18,male,welterweight,204.47,orthodox,mixed martial artist,fusion x-cel,usa
5088885,Jack Jenkins,170.18,66.22,31.0,1993-11-03,male,featherweight,172.72,switch,freestyle,absolute mixed martial arts,australia
4884868,Cristian Quiñonez,172.72,61.23,29.0,1996-04-26,male,bantamweight,177.8,orthodox,jiu-jitsu,entram gym,mexico
4231391,Ronnie Lawrence,172.72,61.23,33.0,1992-06-13,male,bantamweight,173.99,switch,freestyle,mma science academy,usa
4348793,Maria Oliveira,167.64,52.16,28.0,1996-12-12,female,womens-strawweight,175.26,orthodox,muay thai,parana vale tudo,brazil
3922491,Ricky Simon,167.64,61.69,33.0,1992-08-31,male,bantamweight,175.26,orthodox,striker,american top team portland,usa
3088682,Albert Duraev,180.34,84.37,36.0,1989-01-05,male,middleweight,190.5,orthodox,brazilian jiu-jitsu,xtreme couture,russia
4684678,Tucker Lutz,172.72,66.22,31.0,1994-07-12,male,lightweight,182.88,orthodox,wrestling,ground control academy,usa
4372245,Omar Morales,180.34,70.31,39.0,1985-10-17,male,lightweight,185.42,orthodox,striker,ko zone,venezuela
3896934,Jafel Filho,170.18,57.15,32.0,1993-05-05,male,flyweight,173.99,orthodox,grappling,nova uniao ,brazil
4084453,Tony Gravely,165.1,61.23,34.0,1991-09-28,male,bantamweight,175.26,orthodox,mixed martial artist,american top team,usa
4339490,Jalin Turner,190.5,69.85,30.0,1995-05-18,male,lightweight,195.58,southpaw,striker,carlson gracie riverside,usa
4880807,Yohan Lainesse,185.42,77.11,33.0,1992-08-14,male,welterweight,193.04,orthodox,striker,brazilian top team canada,canada
4252258,Victor Martinez,172.72,70.76,34.0,1991-07-17,male,lightweight,177.8,orthodox,mixed martial artist,team ferreira,usa
5092398,Nurullo Aliev,177.8,70.31,24.0,2000-12-08,male,lightweight,182.88,orthodox,freestyle,kaizen mma,tajikistan
4062287,Jay Perrin,170.18,61.69,32.0,1993-06-15,male,bantamweight,170.18,switch,karate,syndicate mma,usa
5075335,Erik Silva,175.26,66.22,38.0,1987-03-16,male,featherweight,180.34,orthodox,mixed martial artist,antonio silva martial arts school,venezuela
4245092,Jonathan Pearce,182.88,65.77,33.0,1992-05-01,male,featherweight,180.34,switch,striker,fight ready,usa
5056144,Tereza Bleda,175.26,56.7,23.0,2001-11-30,female,womens-flyweight,180.34,orthodox,wrestling,reinders mma,czechia
4065617,Shanna Young,170.18,57.15,34.0,1991-02-20,female,womens-bantamweight,170.18,orthodox,mixed martial artist,syndicate mma,usa
4249184,Benito Lopez,177.8,62.6,31.0,1994-04-06,male,bantamweight,185.42,switch,striker,team alpha male,usa
4227709,Jared Vanderaa,193.04,117.48,33.0,1992-05-12,male,heavyweight,203.2,orthodox,mixed martial artist,team quest -portland,usa
4425728,Joshua Weems,172.72,63.05,31.0,1994-05-05,male,bantamweight,175.26,orthodox,,black sails mma,usa
4896529,Gadzhi Omargadzhiev,185.42,77.56,32.0,1993-02-24,male,middleweight,181.61,switch,mixed martial artist,mma factory,russia
3960440,Brandon Davis,177.8,61.23,35.0,1990-05-08,male,featherweight,182.88,orthodox,striker,american top team d'iberville,usa
5088537,Donovan Beard,187.96,83.46,35.0,1989-11-05,male,middleweight,198.12,orthodox,,off the chain mma,usa
5088845,Vinicius Cenci,185.42,70.31,29.0,1995-11-24,male,lightweight,187.96,orthodox,,kings mma,brazil
4871197,Joao Elias,160.02,56.7,30.0,1995-01-08,male,flyweight,163.83,southpaw,,gile ribeiro team / noguchi team,brazil
4876401,Mando Gutierrez,167.64,61.23,28.0,1997-02-24,male,bantamweight,177.8,southpaw,,murcielago mma,usa
3128474,Josh Wick,175.26,70.76,30.0,1994-10-04,male,lightweight,175.26,switch,,elevation fight team,usa
4685887,Louis Cosce,175.26,77.11,30.0,1995-08-27,male,welterweight,180.34,orthodox,mixed martial artist,syndicate mma,usa
4903519,Allan Begosso,165.1,61.23,29.0,1995-11-23,male,bantamweight,167.64,orthodox,,team alpha male,brazil
4684923,Mario Sousa,190.5,83.91,28.0,1996-10-20,male,middleweight,201.93,orthodox,,caes do ringue,brazil
4875507,Brandon Lewis,162.56,61.23,28.0,1997-08-02,male,bantamweight,177.8,orthodox,,defwar,usa
4375603,Danyelle Wolf,180.34,66.22,42.0,1983-09-08,male,womens-featherweight,177.8,orthodox,boxing,victory mma,usa
4294871,Nariman Abbasov,172.72,70.31,31.0,1994-02-01,male,lightweight,167.64,orthodox,,azerbaijan fight club,azerbaijan
5080485,Jose Henrique,190.5,77.56,23.0,2002-05-23,male,welterweight,200.66,orthodox,,nova uniao ,brazil
5060472,Matej Penaz,190.5,83.91,28.0,1996-10-14,male,middleweight,210.82,southpaw,,reinders mma,czechia
4213329,Alexander Morgan,177.8,65.32,34.0,1991-05-14,male,bantamweight,180.34,orthodox,,tristar gym,canada
4251497,Harry Hunsucker,187.96,92.53,36.0,1989-01-03,male,heavyweight,190.5,orthodox,jiu-jitsu,elite fitness and martial arts,usa
3074813,Luis Saldana,180.34,65.77,34.0,1991-01-27,male,featherweight,185.42,orthodox,striker,fight ready,usa
5030324,Claudia Leite,160.02,61.69,28.0,1996-11-04,female,womens-bantamweight,163.83,orthodox,,astra fight team,brazil
5074129,Ahmad Hassanzada,185.42,70.31,28.0,1996-11-20,male,lightweight,190.5,orthodox,,team alpha male,afghanistan
4788300,Josh Quinlan,182.88,76.66,32.0,1993-02-06,male,welterweight,182.88,orthodox,brazilian jiu-jitsu,wand fight team,usa
5078230,Zachary Borrego,187.96,84.82,29.0,1996-07-18,male,middleweight,198.12,switch,,w4r training center,usa
5060511,Anvar Boynazarov,175.26,65.77,36.0,1989-01-10,male,featherweight,175.26,orthodox,,tiger muay thai,uzbekistan
4683551,Karolina Wojcik,157.48,52.16,31.0,1994-09-12,female,womens-strawweight,157.48,orthodox,,grappling krakow,poland
3111997,Geoff Neal,180.34,77.56,35.0,1990-08-28,male,welterweight,190.5,southpaw,striker,fortis mma,usa
5060387,Danilo Suzart,182.88,115.67,33.0,1991-12-04,male,heavyweight,187.96,orthodox,,life mma,brazil
4706975,Billy Ray Goff,177.8,77.11,27.0,1998-06-18,male,welterweight,182.88,switch,mixed martial artist,team dexter vale tudo,usa
3120449,Rafael Alves,172.72,70.31,34.0,1990-11-14,male,featherweight,172.72,orthodox,mixed martial artist,mma masters,brazil
4687113,Acácio Dos Santos,193.04,91.17,34.0,1991-09-29,male,lightheavyweight,200.66,orthodox,,power lotus team,brazil
4879763,Kaleio Romero,177.8,65.77,29.0,1996-04-19,male,featherweight,175.26,switch,,team alpha male,usa
5060382,Juan Andres Luna,170.18,56.7,30.0,1995-08-20,male,flyweight,182.88,orthodox,,entram gym,ecuador
4236954,Karl Roberson,185.42,92.08,34.0,1990-10-04,male,middleweight,187.96,southpaw,brazilian jiu-jitsu,killer b combat sports academy,usa
4566310,Gloria de Paula,165.1,52.16,30.0,1995-06-10,female,womens-strawweight,171.45,orthodox,muay thai,american top team,brazil
4896616,Manuel Torres,177.8,70.76,30.0,1995-03-25,male,lightweight,185.42,switch,mixed martial artist,alliance jiu-jitsu,mexico
4013049,Carlos Candelario,172.72,58.06,34.0,1991-06-04,male,flyweight,172.72,southpaw,freestyle,underdog bjj,usa
4422029,TJ Laramie,167.64,65.77,27.0,1997-10-15,male,featherweight,167.64,orthodox,,maximum training centre,canada
4255766,William Knight,177.8,93.44,37.0,1988-04-03,male,lightheavyweight,185.42,orthodox,brawler,thornton martial arts,usa
3939270,Kamuela Kirk,177.8,70.31,31.0,1994-04-13,male,featherweight,190.5,switch,mixed martial artist,fight ready,usa
2220951,Greg Hardy,195.58,120.66,37.0,1988-07-28,male,heavyweight,204.47,orthodox,striker,american top team,usa
4426301,Fabio Cherant,185.42,92.99,30.0,1994-11-25,male,lightheavyweight,187.96,southpaw,mixed martial artist,lauzon mma,usa
4700964,Nick Maximov,182.88,83.46,27.0,1997-12-23,male,middleweight,193.04,southpaw,mixed martial artist,nick diaz academy,usa
3041138,Steven Peterson,177.8,66.22,35.0,1990-05-29,male,featherweight,177.8,orthodox,brazilian jiu-jitsu,fortis mma,usa
4280789,Rogerio Bontorin,165.1,56.7,33.0,1992-04-25,male,flyweight,170.18,orthodox,brazilian jiu-jitsu,gile ribeiro team / noguchi team,brazil
4783385,Joseph Holmes,193.04,85.73,30.0,1995-07-04,male,middleweight,203.2,orthodox,mixed martial artist,w4r training center,usa
3122837,Matt Sayles,170.18,70.31,31.0,1994-02-21,male,featherweight,173.99,orthodox,striker,alliance mma,usa
3121961,Darrick Minner,170.18,66.22,35.0,1990-04-28,male,bantamweight,176.53,orthodox,brazilian jiu-jitsu,glory mma & fitness,usa
4141265,Mallory Martin,162.56,52.16,31.0,1994-01-29,female,womens-strawweight,160.02,orthodox,,elevation fight team,usa
4702563,Natan Levy,175.26,70.31,33.0,1991-09-30,male,lightweight,180.34,southpaw,karate,xtreme couture,israel
4227122,Julio Arce,170.18,66.68,35.0,1989-10-27,male,featherweight,177.8,southpaw,striker,team tiger schulman,usa
4686739,Collin Anglin,175.26,66.22,32.0,1993-02-20,male,featherweight,180.34,orthodox,,factoryx muay thai,usa
4040956,Jordan Williams,185.42,77.56,34.0,1990-10-13,male,middleweight,191.77,southpaw,striker,factoryx muay thai,usa
4372193,John Allan,185.42,92.99,32.0,1993-02-22,male,lightheavyweight,190.5,orthodox,striker,chute boxe,brazil
4875499,Achilles Estremadura,177.8,70.76,33.0,1992-03-11,male,lightweight,172.72,orthodox,,axe capoeira vancouver,canada
4848687,Justin Burlinson,185.42,77.11,28.0,1997-05-19,male,welterweight,187.96,switch,,,england
4895769,Erisson Ferreira,167.64,56.7,34.0,1991-05-03,male,flyweight,177.8,orthodox,,machado team,brazil
4354422,Canaan Kawaihae,182.88,65.77,28.0,1997-08-26,male,featherweight,180.34,southpaw,brazilian jiu-jitsu,,usa
4204320,Juan Puerta,175.26,56.7,37.0,1988-01-20,male,flyweight,180.34,southpaw,,american top team atlanta,usa
4896540,Jansey Silva,187.96,83.91,30.0,1995-05-30,male,middleweight,170.18,orthodox,,tata fight team,brazil
4892416,Olivier Murad,177.8,66.22,31.0,1993-12-21,male,featherweight,182.88,southpaw,,freedom fighters,haiti
4339149,Dwight Grant,185.42,83.46,41.0,1984-09-14,male,welterweight,193.04,switch,striker,alliance mma,usa
4878384,Solomon Renfro,175.26,71.21,28.0,1997-02-05,male,welterweight,182.88,switch,,xtreme couture,usa
4836549,Valesca Machado,162.56,52.16,29.0,1996-05-06,female,womens-strawweight,160.02,orthodox,,team alpha male,brazil
4336424,Jesse Murray,190.5,92.08,32.0,1993-01-26,male,lightheavyweight,198.12,orthodox,,strong style fight team,usa
3924102,James Barnes,172.72,61.23,43.0,1982-05-28,male,bantamweight,180.34,orthodox,,team quest,usa
4403763,Kathryn Paprocki,160.02,52.16,32.0,1993-04-28,female,womens-strawweight,165.1,orthodox,,dco mma & fitness,usa
4255574,Aaron Jeffery,187.96,83.91,32.0,1992-11-14,male,middleweight,185.42,orthodox,,niagara top team,usa
4848663,Edivan Santos,193.04,106.14,33.0,1992-05-03,male,heavyweight,198.12,orthodox,,chute boxe,brazil
4875510,Theo Rlayang,170.18,65.77,31.0,1994-08-10,male,featherweight,165.1,orthodox,,,usa
4683418,Santo Curatolo,160.02,56.7,30.0,1995-01-18,male,flyweight,160.02,southpaw,,catone mma,usa
4371002,Antonio Arroyo,190.5,84.37,36.0,1989-07-01,male,middleweight,185.42,orthodox,,marajo brothers team,brazil
4249185,JP Buys,165.1,61.69,29.0,1996-04-30,male,flyweight,170.18,orthodox,wrestling,xtreme couture,south africa
3115959,Sarah Alpar,162.56,56.7,34.0,1991-06-01,female,womens-bantamweight,160.02,southpaw,,american elite mma,usa
4684857,Nasrudin Nasrudinov,182.88,92.99,33.0,1991-10-06,male,lightheavyweight,180.34,orthodox,,akhmat fight team,russia
4875508,Mo Miller,172.72,61.23,33.0,1992-08-10,male,bantamweight,182.88,orthodox,,strong style fight team,usa
3120454,Caio Bittencourt,182.88,83.91,34.0,1991-05-22,male,middleweight,190.5,orthodox,,roxo strike team,brazil
4336003,Dylan Potter,190.5,115.67,30.0,1995-01-14,male,heavyweight,195.58,switch,,american top team portland,usa
3962309,Jose Alday,170.18,61.23,34.0,1991-09-14,male,bantamweight,172.72,orthodox,,,mexico
